message_size_bytes,rtt_microseconds
4,0.699968
8,0.678102
16,0.904878
32,0.899877
64,1.043154
128,0.9541
256,1.080875
512,1.389944
1024,1.570854
2048,2.049346
4096,4.946817
8192,6.853843
16384,10.298664
32768,17.449091
65536,31.17428
131072,32.807596
262144,60.411665
524288,116.609156
1048576,223.720305
2097152,404.55792
4194304,735.59077
